index,recipe_id,recipe_name,user_id,rating,Query 1,Query 2,Query 3,Query 4,ingredients,cooking_directions
38,230272,Mexican Lasagna Roll Ups,,3,0,0,0,0,,"{'directions': u'Prep\n25 m\nCook\n1 h\nReady In\n1 h 25 m\nBring a large pot of lightly salted water to a boil. Cook lasagna in the boiling water, stirring occasionally until cooked through but firm to the bite, about 8 minutes. Drain. Pat noodles dry with paper towels.\nCook and stir ground beef in a skillet over medium heat until browned and crumbly, about 10 minutes; drain excess grease. Stir water and taco seasoning mix into ground beef; cook and stir until thickened, about 2 minutes. Remove from heat and let meat cool.\nPreheat oven to 400 degrees F (200 degrees C).\nLay a noodle flat on a work surface and place 1 tablespoon seasoned meat at one end of noodle; roll up just to enclose meat filling. Place 1 to 2 tablespoons shredded Mexican cheese blend onto noodle and roll just to cover cheese; sprinkle a few black olives on noodle and roll noodle to the end. Repeat with remaining noodles.\nPour enough spaghetti sauce into a 9x13-inch baking dish to cover the bottom; lay rolled noodles with seam sides down into dish over sauce. Spread taco sauce over noodles and spoon remaining spaghetti sauce over the top. Scatter any remaining meat sauce over the rolls and cover dish with aluminum foil.\nBake in the preheated oven until the sauce is bubbling and cheese has melted, about 40 minutes. Serve with sour cream on top.'}"
39,220424,Okinawan-Style Pad Thai,,3,0,0,1,0,,"{'directions': u'Prep\n10 m\nCook\n20 m\nReady In\n40 m\nWhisk together rice wine vinegar, 1/2 cup sugar, oyster sauce, and tamarind pulp in a saucepan over medium heat until sugar dissolves, about 5 minutes; remove from heat and set aside.\nPlace rice noodles in a large bowl and pour enough cold water to cover noodles. Allow to soften, about 10 minutes. Drain.\nHeat peanut oil in a wok or large skillet over medium heat. Cook and stir eggs and garlic in hot oil until eggs are softly cooked, 2 to 3 minutes.\nStir chicken and noodles into eggs and cook until chicken is no longer pink in the center and juices run clear, about 5 minutes.\nPour rice wine vinegar sauce, 1 1/2 tablespoons sugar, and 1 1/2 teaspoons salt into the noodle mixture.\nStir peanuts, ground radish, and chili powder into noodle mixture; cook until peanuts soften slightly, about 5 minutes. Add more sugar or chili powder if desired.\nRemove from heat and toss chives with noodle mixture. Top with bean sprouts and garnish with lime wedges.'}"
40,231123,Chicken Negresco,,3,0,0,1,0,,"{'directions': u'Prep\n30 m\nCook\n1 h 25 m\nReady In\n1 h 55 m\nCombine chicken, celery, 1 teaspoon salt, and black pepper in a saucepan. Pour enough water into the saucepan to cover the ingredients completely. Bring water to a boil and cook until the chicken is no longer pink in the center and the juices run clear, 20 to 25 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Remove chicken to a cutting board to cool. Cut cooled chicken into bite-sized pieces. Discard water and celery.\nPreheat oven to 350 degrees F (175 degrees C). Prepare a 9x13-inch casserole dish with cooking spray.\nBring a large pot of lightly salted water to a boil. Cook egg noodles in the boiling water, stirring occasionally until cooked through but firm to the bite, about 5 minutes; drain. Transfer noodles to a large bowl; add chicken and toss to combine.\nBring milk to a simmer in a large saucepan over medium heat; keep at a simmer until needed.\nMelt butter in a large saucepan over medium-high heat. Whisk flour into the melted butter in small amounts, assuring each addition is integrated before adding more; cook and stir the flour mixture until you have a blonde roux, 5 to 10 minutes. Slowly pour milk into the flour mixture while continually stirring; bring to a boil and cook for 10 minutes. Stir 2 teaspoons salt, garlic powder, and nutmeg into the milk mixture; pour over the noodle mixture and stir to coat.\nSpread bread crumbs into the bottom of the prepared casserole dish. Pour the noodle mixture over the bread crumbs. Sprinkle Parmesan cheese over the noodle mixture. Drizzle olive oil over the Parmesan cheese.\nBake in preheated oven until filling is bubbly and top layer of noodles are a crispy golden brown, 45 minutes to 1 hour.'}"
41,18348,Lap Salad,,3,0,0,1,0,,"{'directions': u'Prep\n20 m\nReady In\n20 m\nCombine chicken, nuts, onion, sugar, sesame seeds, noodles and their flavor packet and cabbage in large bowl. In small bowl combine oil, salt, pepper and vinegar. Pour oil mixture over noodle mixture. Let stand overnight in refrigerator and serve.'}"
42,15225,Lasagna Alfredo Roll Ups,,3,0,0,0,0,,"{'directions': u'Bring a large pot of lightly salted water to a boil. Add lasagna and cook for 8 to 10 minutes or until al dente. Rinse in cold water and drain well.\nMeanwhile, in a large sauce pan over medium heat add oil and cook broccoli or spinach and green onions until tender, stirring frequently. Remove pan from heat and stir in ricotta cheese, Parmesan cheese, salt and egg.\nPreheat oven to 375 degrees F (190 degrees C).\nPlace noodles in a single layer on a sheet of waxed paper. Evenly spread some of the cheese mixture on each noodle. Roll up each noodle from the short end, jelly-roll style.\nIn a 8x12 inch baking dish, spoon about 3/4 of the Alfredo sauce on the bottom and spread evenly. Arrange the rolled noodles, seam side down, in the dish. Top with mozzarella cheese and remaining sauce. Cover loosely with foil and bake in preheated oven for 30 minutes or until hot and bubbly and the cheese is melted. Serve.'}"
43,220048,"Garlic Chicken, Vegetable and Rice Skillet",,3,0,0,0,0,,"{'directions': u'Prep\n5 m\nCook\n40 m\nReady In\n45 m\nSpray a 12-inch skillet with the cooking spray and heat over medium-high heat for 1 minute. Add the chicken and garlic and cook for 10 minutes or until the chicken is well browned on both sides. Remove the chicken from the skillet.\nStir the broth, rice and vegetables in the skillet and heat to a boil. Reduce the heat to low. Cover and cook for 15 minutes. Stir in the cheese.\nReturn the chicken to the skillet. Sprinkle the chicken with the paprika. Cover and cook for 10 minutes or until the chicken is cooked through and the rice is tender.'}"
44,24409,Jambalaya II,,3,0,0,0,0,,"{'directions': u'Prep\n30 m\nCook\n1 h 30 m\nReady In\n2 h\nPlace chicken and sausage in a large pot and cover with water. Bring to a boil, then reduce heat and simmer until chicken is opaque and falls from the bone, 45 minutes. (I usually do this the night before and refrigerate to skim the fat.) Remove chicken and sausage, reserving broth. Shred chicken.\nIn a large pot over medium heat, cook bell pepper, onion and garlic until onion is translucent, adding reserved chicken broth if necessary. Stir in tomatoes, chili powder, pepper sauce, cayenne, Worcestershire and bay leaves; reduce heat and simmer 15 minutes.\nStir the shredded chicken, sausage and tomato paste into the spiced vegetables. Continue to simmer until flavor is as spicy as you like, adding reserved liquid as needed to thin.\nStir in 1 cup reserved liquid with the rice. Simmer 20 minutes, until rice is tender. Serve or continue to simmer, as desired.'}"
45,8628,Yakisoba Chicken,,3,0,0,1,0,,"{'directions': u'Prep\n15 m\nCook\n15 m\nReady In\n30 m\nIn a large skillet combine sesame oil, canola oil and chili paste; stir-fry 30 seconds. Add garlic and stir fry an additional 30 seconds. Add chicken and 1/4 cup of the soy sauce and stir fry until chicken is no longer pink, about 5 minutes. Remove mixture from pan, set aside, and keep warm.\nIn the emptied pan combine the onion, cabbage, and carrots. Stir-fry until cabbage begins to wilt, 2 to 3 minutes. Stir in the remaining soy sauce, cooked noodles, and the chicken mixture to pan and mix to blend. Serve and enjoy!'}"
46,48982,Corned Beef Hash Cakes,,3,1,0,0,0,,"{'directions': u'Prep\n10 m\nCook\n15 m\nReady In\n25 m\nHeat oil in a large skillet over medium heat. Fry onion in oil until translucent. Transfer to a medium bowl, and mix with mashed potatoes and corned beef. Season with salt and pepper. Form into 8 patties. Fry patties in the skillet over medium-high heat until golden brown on both sides.'}"
48,230302,Nana's Beef Stroganoff,,3,0,0,0,0,,"{'directions': u'Prep\n20 m\nCook\n2 h 20 m\nReady In\n2 h 40 m\nShake 1 tablespoon flour with salt in a large, resealable plastic bag until combined; add beef and shake to coat.\nMelt 2 tablespoons butter in a skillet over medium-high heat. Brown beef in the hot butter, about 3 minutes per side. Stir mushrooms, onion, and garlic into beef; cook and stir until garlic is fragrant, 3 to 4 minutes. Transfer beef and vegetables to a bowl, leaving drippings in skillet.\nMelt 2 more tablespoons butter in skillet over medium heat. Cook and stir 3 tablespoons flour in the hot butter until smooth; stir tomato paste into flour mixture. Whisk beef stock into mixture and cook, stirring constantly, until sauce is thickened and bubbling, about 5 minutes.\nReturn beef and vegetables to skillet and stir to coat with sauce. Reduce heat to very low and simmer until beef is tender, 2 to 3 hours. The longer it cooks, the more tender the meat will be. Just before serving, stir sour cream and white wine into beef mixture and heat through. Do not boil.'}"
49,161090,Stuffed Baked Sweet Potatoes with Pecans,,3,0,0,0,0,,"{'directions': u'Prep\n10 m\nCook\n1 h 12 m\nReady In\n1 h 22 m\nPreheat oven to 375 degrees F (190 degrees C).\nArrange the sweet potatoes on a baking sheet, and bake in preheated oven for 1 hour.\nCut a slit into the top of each potato. Carefully scoop out the pulp from the potato, leaving the skins intact; place the potato in a large bowl. Add the margarine and pineapple to the potato and stir together. Stuff the potato mixture back into the reserved potato skins. Sprinkle the pecans over each potato.\nReturn the stuffed potato skins to the oven; bake another 12 minutes.'}"
50,14015,No-Fry Spicy Potato Skins,,3,0,0,0,0,,"{'directions': u'Preheat the oven to 400 degrees F (200 degrees C).\nBake the potatoes for 1 hour. Remove the potatoes from the oven, but keep the oven on. Slice the potatoes in half lengthwise, and let them cool for 10 mins. Scoop out most of the potato flesh, leaving about 1/4 inch of flesh against the potato skin (you can save the potato flesh for another use, like mashed potatoes)\nCut each potato half crosswise into 3 pieces. Place the olive oil in a small cup. Dip each potato piece into the olive oil and place it on a baking sheet. Repeat this with the remaining potato pieces\nCombine the salt and the spices and sprinkle the mixture over the potatoes. Bake the potato skins for 15 minutes or until they are crispy and brown. Serve them immediately.'}"
52,222671,Super Simple Sweet Potato Dog Treats,,3,0,0,0,0,,"{'directions': u'Prep\n15 m\nCook\n45 m\nReady In\n1 h\nPreheat oven to 350 degrees F (175 degrees C). Prick sweet potato several times with a fork.\nHeat sweet potato in a microwave on high until tender, about 6 minutes. Cut potato in half and scoop flesh out of the skin into a bowl; discard skin. Mash potato with a fork or potato masher and transfer about 1 cup to a large bowl. Save any remaining sweet potato for another use.\nMix whole wheat flour, applesauce, and eggs in the large bowl with the sweet potato until a dough forms. Turn dough out on a well-floured surface and roll dough to about 1/2-inch thick. Cut out shapes using a cookie cutter or cut dough into strips with a pizza cutter. Arrange cookies on an ungreased baking sheet.\nBake until crisp, 35 to 45 minutes. Cool in the pans for 10 minutes before removing to cool completely on a wire rack.'}"
53,153192,Kitchenless Pizza-Tato,,3,0,0,0,0,,"{'directions': u'Prep\n5 m\nCook\n25 m\nReady In\n32 m\nPoke the potato a few times with a fork. Place the potato on a plate in the microwave. Cook at full power for 6 minutes, then let rest for 2 minutes.\nWhile the potato is cooking, preheat a toaster oven to 400 degrees F (200 degrees C). Coat the potato with oil and sprinkle with salt. Place the potato into the toaster oven so that it is sitting directly on the rack.\nBake for 10 minutes in the preheated toaster oven. Remove the potato and place it on the tray that comes with the toaster oven. Make a cut lengthwise that is about 1/4 of the way through the potato. It should pop open without splitting in half. Press the ends together slightly to open it up more and use a fork to fluff the interior while mixing in the butter. Spoon Pizza sauce over the potato and top with mozzarella cheese.\nReturn the potato (on the tray) to the toaster oven and cook for 10 more minutes, or until cheese is golden brown.'}"
