,recipe_id,recipe_name,ingredients,cooking_directions,prep_time,cook_time,total_time,Difficulty,image_url
71,209578,BLT,bacon^leaves lettuce^tomato^bread toasted^mayonnaise,"[""'directions': u'Prep"", '5 m', 'Cook', '10 m', 'Ready In', '15 m', 'Cook the bacon in a large, deep skillet over medium-high heat until evenly browned, about 10 minutes. Drain the bacon slices on a paper towel-lined plate.', ""Arrange the cooked bacon, lettuce, and tomato slices on one slice of bread. Spread one side of remaining bread slice with the mayonnaise. Bring the two pieces together to make a sandwich.'""]",5.0,10.0,15.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/4553195.jpg
72,90294,Thai Chicken Satay,canned coconut milk^ground coriander^yellow curry powder^fish sauce^chili oil^skinless boneless chicken breast halves^chopped fresh cilantro^chopped unsalted peanuts^wooden skewers soaked in water for 15 minutes^prepared Thai peanut sauce,"[""'directions': u'Prep"", '10 m', 'Cook', '10 m', 'Ready In', '20 m', 'In a medium bowl, stir together the coconut milk, ground coriander, curry powder, fish sauce, and chili oil. Add the chicken breast strips, and stir to coat. Cover, and refrigerate for at least 30 minutes, and up to 2 hours.', 'Preheat an indoor or outdoor grill for high heat. Thread the chicken strips onto skewers. Discard marinade.', ""Grill chicken for 2 to 3 minutes per side, until no longer pink. Time will depend on how thick your strips are. Transfer to a serving plate, and garnish with cilantro and peanuts. Serve with peanut sauce for dipping.'""]",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1034451.jpg
73,17569,Verenika,dry cottage cheese^eggs^ground black pepper to taste^all-purpose flour^nonfat dry milk powder^baking powder^salt^eggs^water^vegetable oil^butter^cubed ham^all-purpose flour^salt^black pepper^warm milk,"[""'directions': u'Prep"", '1 h', 'Cook', '15 m', 'Ready In', '1 h 30 m', 'In a blender, combine cottage cheese, 2 eggs and ground black pepper to taste. Cover and blend until smooth, or beat with an electric mixer until smooth; Set aside.', 'In a large bowl, stir together flour, milk powder, baking powder and 1/2 teaspoon salt. In a small bowl, beat together 2 eggs, water and oil; combine with flour mixture.', 'On a floured surface, knead dough about 10 times or until smooth. Divide dough in half and roll out each portion to a 1/8 inch thickness. Using a 4 inch round cutter, cut out rounds of dough.', 'Place 1 tablespoon of filling in the center of each circle. Moisten the edge and fold over to form a half moon shape; pinch to seal.', 'Bring a large pot of water to a boil. Add half of the dumplings and cook for 8 to 10 minutes or until tender; remove with a slotted spoon and drain. Repeat with remaining dumplings.', ""While the dumplings are cooking, prepare the gravy. In a medium saucepan, melt the butter over medium-low heat. Stir in ham, and cook until ham is light brown. Add 3 tablespoons flour, 1/2 teaspoon salt, and 1/8 teaspoon ground black pepper. Stir. Pour in milk all at once, stirring constantly; cook and stir until thick and bubbly. Serve over the dumplings.'""]",0.0,15.0,15.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1061074.jpg
74,237194,Pork Chops with Sweet Mustard Sauce,red onion^cider vinegar^olive oil^boneless pork chops^salt^ground black pepper^sour cream^Dijon mustard^apricot preserves,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '35 m', 'Mince enough of the red onion slices to have 1/3 cup minced onion.', 'Put remaining onion slices in a bowl and pour vinegar over them; marinate for 10 minutes. Drain and discard the vinegar.', 'Heat olive oil in a skillet over medium-high heat. Season pork chops with salt and pepper; fry in the hot oil until nicely browned and no longer pink in the center, about 4 minutes per side. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).', 'Arrange pork chops onto serving plates; top each with a portion of the red onion slices.', ""Whisk minced onion, sour cream, Dijon mustard, and apricot preserves together in a bowl; serve with the pork chops.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1820456.jpg
75,230661,Dila's Chicken-Stuffed Peppers,cilantro chopped^cooked skinless boneless chicken breast halves^mayonnaise^shredded mozzarella cheese^red bell peppers^sour cream divided,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Preheat oven to 375 degrees F (190 degrees C). Line a baking sheet with aluminum foil.', 'Mix cilantro, diced chicken, mayonnaise, and 1/2 cup mozzarella cheese in a bowl; fill pepper halves with chicken mixture. Sprinkle remaining 1/2 cup of mozzarella cheese over peppers and arrange on prepared baking sheet.', ""Bake in the preheated oven until cheese is melted and filling is heated through, 8 to 10 minutes. Top each pepper with 1 tablespoon sour cream before serving.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1034179.jpg
76,223378,Mamabear's Potato Salad,small red potatoes^creamy salad dressing (such as Miracle Whip®)^eggs^bacon^shredded Cheddar cheese^ground black pepper to taste,"[""'directions': u'Prep"", '1 h', 'Cook', '20 m', 'Ready In', '2 h 20 m', 'Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain and let potatoes cool.', 'Place eggs in a saucepan and cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Dice the eggs when cool.', 'Place the bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain the bacon slices on paper towels. When cooled, crumble and set aside.', ""Dice potatoes into a large salad bowl and mix with crumbled bacon, diced eggs, and salad dressing. Sprinkle top of salad with shredded Cheddar cheese, and mix the salad thoroughly. Season with black pepper. For best flavor, chill salad overnight.'""]",0.0,20.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/2981349.jpg
77,202255,Lime-Berry Chicken Salad,skinless boneless chicken breast halves^frozen limeade concentrate thawed^black pepper^white sugar^white vinegar^salt^ground dry mustard^dried minced onion^vegetable oil^poppy seeds^baby spinach leaves^sliced fresh strawberries^sugar snap peas ends and strings removed^pecan halves,"[""'directions': u'Prep"", '10 m', 'Cook', '10 m', 'Ready In', '20 m', 'Toss chicken breasts, limeade, and pepper in a bowl. Cook the chicken breasts in a skillet until no longer pink in the center and the juices run clear, about 8 minutes. Remove skillet from the heat and set aside.', 'Combine sugar, vinegar, salt, mustard, and onion in a blender. Process for about 20 seconds. With the blender on high speed, gradually add oil in a slow and steady stream. Stir in poppy seeds.', ""Arrange spinach on 4 salad plates and top with strawberries, peas, pecans, and the cooked chicken. Serve with the poppy seed dressing.'""]",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1470807.jpg
78,22460,Pot Stickers Traditional,ground pork^medium head cabbage finely chopped^green onion^fresh ginger root finely chopped^water chestnuts drained and finely chopped^salt^white sugar^sesame oil^wonton wrappers^vegetable oil^water^chili oil^soy sauce^rice vinegar,"[""'directions': u'Prep"", '1 h', 'Cook', '10 m', 'Ready In', '7 h 10 m', 'Crumble pork into a large, deep skillet. Cook over medium high heat until evenly brown. Drain and set aside.', 'In a medium bowl, mix together the pork, cabbage, green onion, ginger, water chestnuts, salt, sugar and sesame oil. Chill in the refrigerator 6 to 8 hours, or overnight.', 'Place a tablespoon of the pork mixture into each of the wonton wrappers. Fold the wrappers, and seal the edges with a moistened fork.', 'In a large, deep skillet, heat 3 tablespoons vegetable oil over medium high heat. Place the pot stickers into the oil seam sides up. Heat 30 seconds to a minute. Pour water into the skillet. Gently boil 7 to 8 minutes, until oil and water begins to sizzle, then add remaining oil. When the bottoms begin to brown, remove pot stickers from heat.', ""In a small serving bowl, mix together the chili oil, soy sauce, and vinegar, adjusting proportions to taste.'""]",0.0,10.0,10.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1071866.jpg
79,244834,Orange-Sage Pork Chops,boneless center-cut pork chops^salt^cracked black pepper^I Can't Believe It's Not Butter!® Spread divided^large orange^chopped fresh sage leaves,"['\'directions\': u""Prep', '10 m', 'Cook', '15 m', 'Ready In', '25 m', ""Season chops with salt and cracked black pepper. Melt 1 tablespoon I Can't Believe It's Not Butter!(R) Spread in large nonstick skillet over medium-high heat and cook chops, turning once, until done, about 8 minutes. Meanwhile, grate 1 teaspoon peel and squeeze 1/4 cup juice from orange. Remove chops to serving platter and keep warm."", 'Melt remaining 1 tablespoon Spread in same skillet over medium-high heat. Add orange juice and bring to a boil, scraping brown bits from bottom of pan. Boil 1 minute or until mixture reduces slightly. Remove from heat and stir in sage and orange peel. Drizzle over chops.""']",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/4425466.jpg
80,71968,Sausage Linguine with Ginger Pumpkin Sauce,linguine pasta^bulk sweet Italian sausage (or links with casings removed)^onion^garlic^pumpkin puree^cream^ground ginger^salt^pepper,"[""'directions': u'Prep"", '5 m', 'Cook', '15 m', 'Ready In', '20 m', 'Bring a large pot of lightly-salted water to a boil. Add pasta and cook until al dente, 8 to 10 minutes; drain well.', 'Combine the sausage, onion, and garlic in a saucepan over medium heat; cook until sausage is completely browned and onion is translucent, 5 to 7 minutes.', ""Stir together the pumpkin puree, cream, ginger, salt, and pepper in a saucepan over medium-low heat; add the sausage mixture and stir. Simmer until heated through, about 3 minutes. Toss with drained pasta to serve.'""]",5.0,15.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/890009.jpg
81,55409,Monte Cristo Sandwich - the Real One,quart oil for frying^water^egg^all-purpose flour^baking powder^salt^white bread^Swiss cheese^turkey^ham^ground black pepper^confectioners' sugar for dusting,"['\'directions\': u""Prep', '10 m', 'Cook', '5 m', 'Ready In', '15 m', 'Heat 5 inches of oil in a deep-fryer to 365 degrees F (180 degrees C). While oil is heating, make the batter: In a medium bowl, whisk together the egg and water. Combine the flour, baking powder, salt and pepper; whisk into the egg mixture until smooth. Set aside in the refrigerator.', 'Assemble sandwiches by placing one slice of turkey on one slice of bread, a slice of ham on another, then sandwich them with the Swiss cheese in the middle. Cut sandwiches into quarters, and secure with toothpicks.', 'Dip each sandwich quarter in the batter so that all sides are coated. Deep fry in the hot oil until golden brown on all sides. Remove toothpicks and arrange on a serving tray. Dust with confectioners\' sugar just before serving.""']",10.0,5.0,15.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3794557.jpg
82,79704,Chicken Avocado Salad,avocados^grilled skinless boneless chicken breast^finely chopped red onion^chopped fresh cilantro^balsamic vinaigrette salad dressing,"[""'directions': u'Prep"", '8 m', 'Cook', '12 m', 'Ready In', '20 m', ""In a medium bowl, combine the avocados, chicken, onion and cilantro. Pour the balsamic vinaigrette over everything, and toss lightly to coat.'""]",8.0,12.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/611916.jpg
83,81222,The Very Best Burgers!,lean ground beef^medium potato^minced garlic^crumbled blue cheese^seasoned salt^freshly ground black pepper to taste^medium onion^Worcestershire sauce^eggs beaten^dry bread crumbs,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Preheat a grill for high heat. When the grill is hot, lightly oil the grate.', 'In a large bowl, mix together the ground beef, potato, garlic, blue cheese, seasoned salt, pepper, onion, Worcestershire sauce, eggs and bread crumbs. Form into 10 balls, and flatten into patties.', ""Grill for 5 minutes per side, or until well done. Serve on buns with your favorite condiments.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/159297.jpg
84,69172,Tender Breaded Turkey Cutlets,Italian seasoned dry bread crumbs^grated Parmesan cheese^turkey breast cutlets^fat free sour cream^extra virgin olive oil,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Mix the bread crumbs and cheese in a shallow dish. Spread both sides of turkey with sour cream and press into the bread crumb mixture to coat.', ""Heat the oil in a skillet over medium heat. Place turkey in the skillet and cook 5 to 7 minutes on each side, until lightly browned and cooked through.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1386884.jpg
85,150156,Turos Csusza (Pasta with Cottage Cheese),egg noodles^smoked bacon^sour cream^cottage cheese^salt to taste,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Preheat oven to 350 degrees F (175 degrees C).', 'Bring a large pot of lightly-salted water to a boil. Add pasta and cook until al dente, 8 to 10 minutes; drain well.', 'Cook the bacon in a skillet over medium-high heat until crisp; drain, crumble, and set aside.', 'Place the drained noodles in a large baking dish. Stir the sour cream into the noodles. Spoon the cottage cheese evenly over the top of the noodle mixture. Sprinkle the crumbled bacon over the top; season with salt.', ""Bake in preheated oven until the cottage cheese softens, 3 to 5 minutes.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3570579.jpg
86,244669,BLT Dogs,small tomato^cooked bacon^diced dill pickles^mayonnaise^sour cream^hot dogs^hot dog buns^lettuce leaves thinly sliced^green onion top,"[""'directions': u'Prep"", '15 m', 'Cook', '5 m', 'Ready In', '4 h 20 m', 'Mix tomato, bacon, pickles, mayonnaise, and sour cream together in a bowl; cover with plastic wrap and refrigerate for flavors to blend, about 4 hours.', 'Bring a pot of water to a boil and cook hot dogs until warmed through, 5 to 10 minutes. Drain.', ""Place a hot dog in each bun and top each with tomato-bacon mixture. Garnish each with lettuce and green onion.'""]",15.0,5.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1119243.jpg
87,24806,Smoked Turkey Tortilla Wraps,wheat flour tortillas^smoked turkey^avocado^sour cream for topping^Cheddar cheese,"[""'directions': u'Prep"", '10 m', 'Cook', '10 m', 'Ready In', '20 m', ""Heat flour tortillas in a large skillet over medium heat until slightly browned. Divide turkey strips, avocado, sour cream, and cheese among the warmed tortillas. Fold in half and serve.'""]",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1937864.jpg
88,8947,Buffalo Chicken Wings I,quart vegetable oil for deep frying^chicken wings^butter^distilled white vinegar^hot pepper sauce^salt and pepper to taste,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Heat the oil in a large skillet or deep fryer to 375 degrees F (190 degrees C). Deep fry chicken wings in oil until done, about 10 minutes. Remove chicken from skillet or deep fryer and drain on paper towels.', ""Melt the butter in a large skillet. Stir in the, vinegar and hot pepper sauce. Season with salt and pepper to taste. Add cooked chicken to sauce and stir over low heat to coat. The longer the wings simmer in the sauce, the hotter they will be. Serve warm.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/4552965.jpg
89,232029,Teriyaki Bacon Wrapped Scallops,teriyaki sauce^brown sugar^minced fresh ginger root^bacon^large sea scallops cut into thirds^toothpicks,"['\'directions\': u""Prep', '10 m', 'Cook', '15 m', 'Ready In', '25 m', ""Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Line 2 baking sheets with aluminum foil."", 'Whisk teriyaki sauce, brown sugar, and ginger in a bowl.', 'Wrap each piece of scallop with a strip of bacon and secure with a toothpick. Dip each bacon wrapped scallop in the teriyaki sauce mixture and arrange on one of the prepared baking sheets.', 'Broil in preheated oven until lightly charred, about 6 minutes. Flip scallops and transfer to the clean baking sheet and return scallops to the oven. Continue to broil until bacon is charred on the second side, about 6 minutes more.""']",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/316913.jpg
90,223405,Best Grilled Pork Chops,water^light soy sauce^vegetable oil^lemon pepper seasoning^minced garlic^boneless pork loin chops,"[""'directions': u'Prep"", '5 m', 'Cook', '10 m', 'Ready In', '2 h 15 m', 'Mix water, soy sauce, vegetable oil, lemon pepper seasoning, and minced garlic in a deep bowl; add pork chops and marinate in refrigerator at least 2 hours.', 'Preheat an outdoor grill for medium-high heat and lightly oil the grate.', 'Remove pork chops from the marinade and shake off excess. Discard the remaining marinade.', ""Cook the pork chops on the preheated grill until no longer pink in the center, 5 to 6 minutes per side. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).'""]",5.0,10.0,15.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/2100745.jpg
91,230157,Brussels Sprouts with Bacon Dressing,Brussels sprouts^vegetable oil^bacon^cider vinegar^lemon juiced^brown sugar^salt and ground black pepper to taste^cayenne pepper,"[""'directions': u'Prep"", '15 m', 'Cook', '9 m', 'Ready In', '24 m', 'Slice each Brussels sprout in half, cut each half into into strips, and discard the cores. Transfer to a large bowl.', 'Heat vegetable oil in a skillet over medium heat. Cook and stir bacon until browned and crisp, 8 to 10 minutes. Stir in cider vinegar, lemon juice, and brown sugar. Season with salt, black pepper, and cayenne pepper to taste. Increase heat to high and boil for 1 minute.', ""Pour hot bacon mixture over the bowl of Brussels sprouts and toss to coat completely. Season with salt and black pepper to taste.'""]",15.0,9.0,24.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/4418724.jpg
92,18883,Turkey and Provolone Sandwiches,butter^large mushrooms sliced^small onion^hoagie rolls split lengthwise^sliced deli turkey meat^sliced provolone cheese^sliced black olives^tomato^leaves iceberg lettuce,"[""'directions': u'Prep"", '15 m', 'Cook', '5 m', 'Ready In', '20 m', 'Preheat oven to 400 degrees F (200 degrees C).', 'Melt butter in a small skillet over medium heat. Saute mushrooms and onion until tender; set aside. Place bottom halves of bread on a lined cookie sheet. Top each with 1 to 2 slices turkey, mushroom/onion mixture, and 1 to 2 slices cheese.', ""Bake in preheated oven for about 5 minutes, or until cheese is melted. Remove from oven and top each sandwich with olives, tomato and lettuce. Place top half of bread on each sandwich and serve.'""]",15.0,5.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3780485.jpg
93,237286,Sriracha Honey Chicken,Sriracha hot sauce^honey^butter^garlic powder^onion powder^Italian seasoning^salt^ground black pepper^skinless boneless chicken breast halves,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Preheat oven to 450 degrees F (230 degrees C).', 'Whisk Sriracha sauce, honey, butter, garlic powder, onion powder, Italian seasoning, salt, and black pepper together in a small bowl.', 'Place chicken in a baking dish. Pour Sriracha mixture over the chicken and turn to coat chicken completely.', ""Cook in the preheated oven until no longer pink in the center and the juices run clear, 15 to 20 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/1964736.jpg
94,213037,Magic Pickle Dip,softened cream cheese^dill pickle spears diced^thinly sliced dried beef,"[""'directions': u'Prep"", '10 m', 'Ready In', '10 m', ""Mix together the softened cream cheese, diced pickle, and chopped beef until well combined. Chill until ready to serve.'""]",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3046387.jpg
95,256421,Big Mac® Clone,ground beef (85% lean)^mayonnaise^prepared yellow mustard^sweet pickle relish^white wine vinegar^onion powder^garlic powder^ground paprika^hamburger bun bottoms^hamburger bun tops^minced onion^shredded lettuce^dill pickle slices^American cheese^salt and ground black pepper to taste,"[""'directions': u'Prep"", '15 m', 'Cook', '14 m', 'Ready In', '39 m', 'Shape ground beef into 4 flat patties that will fit the hamburger buns. Place them on a tray lined with waxed paper; transfer to the freezer.', 'Mix mayonnaise, mustard, pickle relish, white wine vinegar, onion powder, garlic powder, and paprika in a bowl to make sauce. Refrigerate for 10 minutes.', 'Preheat a large skillet over medium heat. Toast buns in batches until lightly golden, 1 to 2 minutes.', 'Layer some of the sauce, 1 tablespoon minced onion, 2 tablespoons lettuce, and pickles on 2 bottom buns. Layer some of the sauce and remaining 1 tablespoon minced onion, 2 tablespoons lettuce, and American cheese on the other bottom buns.', ""Season patties with salt and pepper. Cook in the hot skillet 2 at a time until browned, 3 to 4 minutes per side. Place 1 patty over each bottom bun; stack and cover with top buns.'""]",15.0,14.0,29.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/715321.jpg
96,239883,Mushroom Sliders,lean ground beef^large egg^small onion^finely chopped mushrooms^ground black pepper^garlic salt^salt to taste^portobello mushrooms^green bell pepper^red bell pepper^yellow bell pepper,"['\'directions\': u""Prep', '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Preheat an outdoor grill for medium-high heat and lightly oil the grate.', 'Mix ground beef, egg, onion, and chopped mushrooms together in a bowl, seasoning with pepper, garlic salt, and salt as you mix. Form mixture into patties about 2 inches in diameter.', 'Grill patties on the preheated grill until browned and desired doneness is reached, 5 to 7 minutes per side. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).', 'Grill portobello mushrooms, green bell pepper, red bell pepper, and yellow bell pepper on the grill until tender, 3 to 5 minutes per side. Use 2 mushrooms and as the \'bun\' for the burgers.""']",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3290771.jpg
97,246740,Bacon-Wrapped Breadsticks,refrigerated breadstick dough^strips thinly-sliced bacon^grated Parmesan cheese^garlic powder,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Preheat oven to 375 degrees F (190 degrees C). Line 2 baking sheets with parchment paper.', 'Separate refrigerated dough into individual breadsticks. Wrap a strip of bacon around each one, tucking bacon ends underneath. Arrange on prepared baking sheets.', 'Bake in the preheated oven until golden brown, 15 to 20 minutes.', ""Mix Parmesan cheese and garlic powder together in a shallow dish. Roll breadsticks in the mixture while they are still warm.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3384664.jpg
98,214789,Mean Mr. Mustard Steak,1-inch thick rib-eye steaks^grill seasoning (such as Montreal Steak Seasoning®)^grainy French mustard (such as Moutarde de Meaux®)^diced red onion^unsalted butter,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '30 m', 'Score both sides of each steak by making diagonal slices. Season with grill seasoning. Brush each side of the steak with the mustard, then press 1/2 of the red onions into the mustard on one side of the steak.', ""Melt the butter in a large skillet over high heat. Place the steaks onion side down in the skillet. Press the remaining onions evenly into the mustard on the top side of each steak. Cook steaks until they start to firm, and are browned on the outside and red in the center, 4 to 5 minutes per side. An instant-read thermometer inserted into the center should read 125 degrees F (52 degrees C). Remove steaks from the skillet, and allow them to rest for 5 minutes before serving.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/3602362.jpg
99,237841,Potato Taco Filling,lean ground beef^potato^vinegar^garlic^thyme leaves^salt and ground black pepper to taste,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', ""Heat a large skillet over medium-high heat. Cook and stir beef in the hot skillet until some of the fat renders, 1 to 2 minutes; add potatoes, vinegar, garlic, and thyme. Continue to cook the beef mixture, stirring frequently, until the beef is completely browned and crumbly and the potato is soft, 12 to 15 minutes more.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/964321.jpg
100,103111,Italian Pesto Pizza,refrigerated pizza crust^pesto^marinated fresh mozzarella cheese^prosciutto^chopped fresh parsley^chopped fresh basil^grated Parmesan cheese,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Preheat oven to 400 degrees F (200 degrees C).', 'Roll out pizza dough as directed on package. Spread the pesto evenly on the crust. Arrange mozzarella slices over the pesto; scatter prosciutto over the mozzarella. Sprinkle pizza with the fresh parsley, fresh basil, and grated Parmesan.', ""Bake in preheated oven, until crust is browned and pizza is hot and bubbly, about 10 minutes.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/209116.jpg
101,214812,The Ultimate Apple Cinnamon Grilled Cheese Sandwich,purchased cinnamon buns^aged Cheddar cheese^Brie cheese^deli ham shredded (divided)^small apple^butter^eggs^milk,"[""'directions': u'Prep"", '15 m', 'Cook', '10 m', 'Ready In', '25 m', 'Slice each bun in half, and place the slices on a work surface. To assemble a sandwich, place the toppings in this order: bottom of cinnamon bun, 1 slice Cheddar cheese, 1 slice of Brie cheese, apple slices, shredded ham, 1 slice of Brie cheese, 1 slice of Cheddar cheese, top of cinnamon bun. Repeat for 2nd sandwich, and gently press each sandwich together.', 'Melt butter in a skillet over medium heat. Whisk eggs and milk together in a bowl.', ""Dip both sides of each sandwich quickly into the egg mixture, and pan-fry the sandwiches until golden brown on each side, about 2 minutes per side.'""]",15.0,10.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/38357.jpg
102,91950,Potluck Bagels,condensed cream of chicken soup^shredded Cheddar cheese^mayonnaise^chopped green onions^sliced ham chopped^mini bagels split,"[""'directions': u'Prep"", '10 m', 'Cook', '10 m', 'Ready In', '20 m', 'Preheat the oven to 350 degrees F (175 degrees C).', 'In a medium bowl, stir together the cream of chicken soup, Cheddar cheese, mayonnaise, green onions and ham. Spread onto the cut sides of the bagels. Place on a baking sheet.', ""Bake for 10 minutes, or until toasted.'""]",10.0,10.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/997697.jpg
103,16194,Chimichurri Sauce for Steaks,fresh parsley^garlic^olive oil^sherry wine vinegar^lemon juice^salt^ground black pepper^ground cayenne pepper,"[""'directions': u'Prep"", '5 m', 'Ready In', '5 m', ""In a blender or food processor, combine the parsley, garlic, oil, vinegar, lemon juice, salt, ground black pepper and cayenne pepper. Mix well, but do not puree.'""]",5.0,5.0,10.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/1056392.jpg
104,84383,Bachelors Flamin' Hot Mexican Bean Dip,olive oil^garlic^onion^chopped jalapeno peppers^black beans with green chilies drained^diced tomatoes with green chilies drained^nacho cheese dip,"[""'directions': u'Prep"", '5 m', 'Cook', '15 m', 'Ready In', '20 m', ""Heat the olive oil in a large saucepan over medium heat. Add onion and garlic; cook and stir until onion is translucent, about 5 minutes. Pour in the jalapenos, black beans, diced tomatoes with green chilies and cheese dip. Heat through, stirring to blend as needed. Serve hot.'""]",5.0,15.0,20.0,Easy,https://images.media-allrecipes.com/userphotos/250x250/939678.jpg
105,260466,Easy Chicken with Mushrooms and Zucchini in Cream Sauce,butter^boneless skinless chicken breasts^salt and freshly ground pepper to taste^olive oil^green onions^green zucchini cut in half lengthwise and into 1/4-inch slices^large fresh mushrooms sliced^all-purpose flour^heavy whipping cream^chopped fresh parsley,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Melt butter in a skillet over medium heat and cook chicken until slightly browned, stirring frequently, 5 to 7 minutes. Season with salt and pepper and transfer to a plate. Cover with foil or a bowl to keep warm.', ""Heat olive oil in the same skillet over medium heat and cook green onions until soft, about 2 minutes. Add zucchini slices and cook until softened, about 5 minutes. Add mushrooms and stir to combine. Return chicken to the skillet and sprinkle with flour. Stir in cream and cook until sauce has thickened, 3 to 5 minutes. Sprinkle with chopped parsley.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/786854.jpg
106,241783,Bananas Wrapped in Bacon,bananas cut into 1/2-inch slices^bacon,"[""'directions': u'Prep"", '10 m', 'Cook', '15 m', 'Ready In', '25 m', 'Wrap each banana slice with a piece of bacon.', ""Fry wrapped banana in a skillet until bacon is desired crispness, 15 to 30 minutes. Remove wrapped bananas from skillet with a toothpick and place on a serving dish.'""]",10.0,15.0,25.0,Easy,https://images.media-allrecipes.com/userphotos/720x405/4881539.jpg
